"","GO_Molecular_Function_2018.Term","GO_Molecular_Function_2018.Overlap","GO_Molecular_Function_2018.P.value","GO_Molecular_Function_2018.Adjusted.P.value","GO_Molecular_Function_2018.Old.P.value","GO_Molecular_Function_2018.Old.Adjusted.P.value","GO_Molecular_Function_2018.Odds.Ratio","GO_Molecular_Function_2018.Combined.Score","GO_Molecular_Function_2018.Genes"
"174","secondary active transmembrane transporter activity (GO:0015291)","1/66",0.282058502576368,0.35344383993283,0,0,3.08236208236208,3.90116313048372,"CLCN4"
"175","translation factor activity, RNA binding (GO:0008135)","1/67",0.285660089808726,0.35344383993283,0,0,3.03550658096113,3.80334608196671,"EIF4G3"
"176","RNA helicase activity (GO:0003724)","1/67",0.285660089808726,0.35344383993283,0,0,3.03550658096113,3.80334608196671,"DHX30"
"177","ATP-dependent RNA helicase activity (GO:0004004)","1/67",0.285660089808726,0.35344383993283,0,0,3.03550658096113,3.80334608196671,"DHX30"
"178","transcription regulatory region DNA binding (GO:0044212)","3/374",0.287743936821197,0.353879272887682,0,0,1.62800455720121,2.02797972146212,"HDAC5;THRA;TCF4"
"179","RNA-dependent ATPase activity (GO:0008186)","1/68",0.289243789255229,0.353879272887682,0,0,2.99004975124378,3.70911301693322,"DHX30"
"180","Rho GTPase binding (GO:0017048)","1/72",0.303401461859655,0.36913844526258,0,0,2.82102717313985,3.36463457832852,"ARHGEF2"
"181","regulatory region DNA binding (GO:0000975)","2/224",0.308629995766001,0.373425243495879,0,0,1.80897223754367,2.12664973111386,"HDAC5;THRA"
"182","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides (GO:0016811)","1/75",0.313836161648445,0.377638018686866,0,0,2.70625170625171,3.13623236372496,"HDAC5"
"183","steroid hormone receptor binding (GO:0035258)","1/76",0.317279889350664,0.3796956052885,0,0,2.67003367003367,3.0651211233087,"RNF14"
"184","transition metal ion binding (GO:0046914)","3/399",0.321928809019472,0.383165267256872,0,0,1.52327397688222,1.72651657553242,"RNF112;ARHGEF2;ZMYND11"
"185","MAP kinase kinase kinase activity (GO:0004709)","1/78",0.324116094429913,0.383683376649464,0,0,2.60041978223796,2.92977207832515,"EPHA5"
"186","ATP-dependent helicase activity (GO:0008026)","1/85",0.347513436866072,0.409169046632633,0,0,2.38287638287638,2.51858583349566,"DHX30"
"187","single-stranded DNA binding (GO:0003697)","1/87",0.354049852499014,0.412756647098637,0,0,2.3272257458304,2.41639933353241,"HNRNPK"
"188","GTPase activator activity (GO:0005096)","2/249",0.354329907098373,0.412756647098637,0,0,1.62381227794762,1.68474885214955,"KALRN;RAP1GAP"
"189","calcium channel activity (GO:0005262)","1/93",0.373272649434986,0.432522276329428,0,0,2.1747913921827,2.14313983216348,"PDE2A"
"190","RNA polymerase II core promoter proximal region sequence-specific DNA binding (GO:0000978)","2/262",0.377700202002356,0.435349180202716,0,0,1.54160125588697,1.50098702226325,"HNRNPK;TCF4"
"191","metal ion binding (GO:0046872)","3/442",0.380714722131778,0.435484993662807,0,0,1.37104008641946,1.32402019142098,"ASPH;PITPNM1;CALM1"
"192","core promoter binding (GO:0001047)","1/97",0.385772094842852,0.435484993662807,0,0,2.08375420875421,1.98479362024731,"HDAC5"
"193","transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding (GO:0001078)","1/97",0.385772094842852,0.435484993662807,0,0,2.08375420875421,1.98479362024731,"MYT1L"
"194","cation transmembrane transporter activity (GO:0008324)","1/97",0.385772094842852,0.435484993662807,0,0,2.08375420875421,1.98479362024731,"ATP2B2"
"195","double-stranded DNA binding (GO:0003690)","1/99",0.391928946523868,0.440166355326806,0,0,2.0410224695939,1.91177413897195,"ZMYND11"
"196","phosphatase binding (GO:0019902)","1/102",0.401049842395342,0.448111813696837,0,0,1.98009800980098,1.80915528558786,"DLG1"
"197","core promoter proximal region sequence-specific DNA binding (GO:0000987)","2/278",0.405981607534083,0.45022756485558,0,0,1.45104998521148,1.30804526842985,"HNRNPK;TCF4"
"198","phosphatase activity (GO:0016791)","1/104",0.407055058636552,0.45022756485558,0,0,1.94145336863783,1.74499153520703,"DLG1"
"199","protein kinase regulator activity (GO:0019887)","1/107",0.41595129052059,0.455993817714817,0,0,1.88622069754145,1.65456849319568,"MADD"
"200","ubiquitin protein ligase binding (GO:0031625)","2/284",0.416432710241842,0.455993817714817,0,0,1.41974236503112,1.24373745840653,"BAG6;PCBP2"
"201","transcription coactivator activity (GO:0003713)","2/291",0.428510552832088,0.464415517179147,0,0,1.38485982628345,1.17358549190507,"THRA;RNF14"
"202","transcription regulatory region sequence-specific DNA binding (GO:0000976)","2/292",0.430225506881204,0.464415517179147,0,0,1.38001407459536,1.16396703811165,"THRA;ZMYND11"
"203","sequence-specific double-stranded DNA binding (GO:1990837)","1/112",0.43048561638067,0.464415517179147,0,0,1.8008008008008,1.51778940882089,"THRA"
"204","ubiquitin-like protein ligase binding (GO:0044389)","2/297",0.438759996999523,0.471021761484782,0,0,1.35627810446212,1.11730559055249,"BAG6;PCBP2"
"205","protease binding (GO:0002020)","1/118",0.447454800068397,0.478012688853556,0,0,1.70793404126737,1.37348597340122,"BAG6"
"206","RNA polymerase II transcription factor binding (GO:0001085)","1/121",0.455750702577925,0.484511669245464,0,0,1.66498316498317,1.30835929507761,"HDAC5"
"207","DNA binding (GO:0003677)","5/893",0.46345980326569,0.490327038237614,0,0,1.12683736367947,0.866578072963462,"HNRNPK;CAMTA1;TCF4;ZMYND11;GTF2I"
"208","phosphoprotein phosphatase activity (GO:0004721)","1/136",0.49541620618668,0.521616101706168,0,0,1.47886270108492,1.03868964279636,"DLG1"
"209","cation channel activity (GO:0005261)","1/146",0.520255772624573,0.545148393324314,0,0,1.37617554858934,0.899240881378034,"PDE2A"
"210","transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding (GO:0001227)","1/159",0.550745324592532,0.574348695646497,0,0,1.26211481907684,0.75282975911799,"MYT1L"
"211","guanyl ribonucleotide binding (GO:0032561)","1/170",0.575039975380935,0.596842438902487,0,0,1.17930787161556,0.652529581961561,"PDE2A"
"212","ubiquitin-like protein ligase activity (GO:0061659)","1/186",0.60807334897308,0.628151242571247,0,0,1.07644007644008,0.535485626960847,"RNF14"
"213","ubiquitin protein ligase activity (GO:0061630)","1/192",0.619794203522166,0.637253195170678,0,0,1.04230789571104,0.498606520241977,"RNF14"
"214","transcription corepressor activity (GO:0003714)","1/203",0.640388238903461,0.655350580933915,0,0,0.984998499849985,0.438994784726488,"ZMYND11"
"215","phosphotransferase activity, alcohol group as acceptor (GO:0016773)","1/254",0.72233066140101,0.735769371380563,0,0,0.784405318002156,0.255145294582463,"PTK2"
"216","G-protein coupled receptor activity (GO:0004930)","1/267",0.74007117960611,0.750349945989528,0,0,0.745576061365535,0.224425036623886,"ADGRB1"
"217","adenyl ribonucleotide binding (GO:0032559)","1/279",0.75544880019095,0.760159897173011,0,0,0.712956907201512,0.199943965713144,"PDE2A"
"218","kinase activity (GO:0016301)","1/280",0.75668884741423,0.760159897173011,0,0,0.710365301763151,0.198052079407225,"PTK2"
"219","sequence-specific DNA binding (GO:0043565)","1/394",0.86393793034791,0.86393793034791,0,0,0.501375073894158,0.0733282868591101,"CAMTA1"
