"","GO_Biological_Process_2018.Term","GO_Biological_Process_2018.Overlap","GO_Biological_Process_2018.P.value","GO_Biological_Process_2018.Adjusted.P.value","GO_Biological_Process_2018.Old.P.value","GO_Biological_Process_2018.Old.Adjusted.P.value","GO_Biological_Process_2018.Odds.Ratio","GO_Biological_Process_2018.Combined.Score","GO_Biological_Process_2018.Genes"
"856","cellular response to glucose starvation (GO:0042149)","9/33",0.0913787886517064,0.461598975874384,0,0,1.84948752228164,4.4253462864244,"BECN1;XBP1;TBL2;HSPA5;MYBBP1A;SESN1;PICK1;HNRNPA1;KPTN"
"857","negative regulation of cellular process (GO:0048523)","102/534",0.0925940318543067,0.461598975874384,0,0,1.16814763893132,2.77964304073557,"NDUFA13;PDCD5;ARHGDIG;ADARB1;ENO1;PARK7;CLU;FGF2;CCAR2;STK11;FTH1;ARHGDIA;VPS35;PIM2;PDE8A;TNS2;MEN1;TSPYL2;BNIP3L;ACTN1;P3H1;TSC2;P3H3;GTPBP4;RNF41;ADAM15;HGS;CSNK2B;ADGRB1;CHMP4B;PRKD1;RAF1;CBLL1;LRPAP1;NOTCH1;CTBP1;CUL1;HTRA2;UBR2;PHB;RTN4;SLC9A3R1;ADGRG1;ORC6;TMEM127;NACC2;SMYD2;IGFBP6;SKIL;IP6K2;CD164;ZBTB17;FUZ;INHBA;SMARCA2;CHERP;NR4A1;CNOT7;CAPRIN2;PPT1;CHMP2A;PLXNB2;PLXNB1;CNOT8;COPS8;BAP1;PTPRU;PPP1R13B;FHL1;ARHGAP1;MIA3;PTPRK;FOXM1;FLCN;ADAMTS1;CHMP1A;WDR6;SPEG;CD34;HRAS;RBM5;WARS;NME1;RNF167;PSRC1;NDUFS3;TMBIM6;TNFRSF21;BECN1;EI24;DLL1;DNAJB2;GPNMB;LMNA;APBB1;NPM1;DAB2IP;SOD2;SKI;FABP3;PDCD4;SIPA1"
"858","nuclear pore organization (GO:0006999)","5/15",0.0936335394545939,0.461598975874384,0,0,2.46513353115727,5.8383399990516,"AHCTF1;NUP133;TMEM33;NUP54;RTN4"
"859","maintenance of protein location in nucleus (GO:0051457)","5/15",0.0936335394545939,0.461598975874384,0,0,2.46513353115727,5.8383399990516,"TAF8;HNRNPU;ARL2;BBS4;SYNE1"
"860","phosphatidylethanolamine biosynthetic process (GO:0006646)","5/15",0.0936335394545939,0.461598975874384,0,0,2.46513353115727,5.8383399990516,"SLC27A1;PHOSPHO1;PCYT2;CHKB;PISD"
"861","positive regulation of CREB transcription factor activity (GO:0032793)","5/15",0.0936335394545939,0.461598975874384,0,0,2.46513353115727,5.8383399990516,"EPHA5;CRTC2;CRTC1;PRKD1;VEGFA"
"862","positive regulation of potassium ion transmembrane transport (GO:1901381)","5/15",0.0936335394545939,0.461598975874384,0,0,2.46513353115727,5.8383399990516,"ACTN2;AKAP9;FLNA;ATP1B2;ATP1B1"
"863","positive regulation of telomerase RNA localization to Cajal body (GO:1904874)","5/15",0.0936335394545939,0.461598975874384,0,0,2.46513353115727,5.8383399990516,"CCT3;DKC1;RUVBL2;TCP1;CCT7"
"864","positive regulation of phosphoprotein phosphatase activity (GO:0032516)","5/15",0.0936335394545939,0.461598975874384,0,0,2.46513353115727,5.8383399990516,"PPP1R15A;PTPA;HSP90AB1;CALM3;CALM1"
"865","amide transport (GO:0042886)","5/15",0.0936335394545939,0.461598975874384,0,0,2.46513353115727,5.8383399990516,"SLC5A6;SLC46A1;SLC38A7;SLC38A3;SLC19A1"
"866","regulation of protein complex disassembly (GO:0043244)","5/15",0.0936335394545939,0.461598975874384,0,0,2.46513353115727,5.8383399990516,"UPF1;OGFOD1;GBA;ETF1;HDAC6"
"867","positive regulation of potassium ion transport (GO:0043268)","5/15",0.0936335394545939,0.461598975874384,0,0,2.46513353115727,5.8383399990516,"ACTN2;KIF5B;FHL1;FLNA;DRD1"
"868","protein targeting to peroxisome (GO:0006625)","5/15",0.0936335394545939,0.461598975874384,0,0,2.46513353115727,5.8383399990516,"PEX16;PEX19;ZFAND6;PEX5;PEX2"
"869","positive regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway (GO:2001269)","5/15",0.0936335394545939,0.461598975874384,0,0,2.46513353115727,5.8383399990516,"CASP8;TRADD;HTRA2;RIPK1;TANK"
"870","establishment of protein localization to endoplasmic reticulum (GO:0072599)","5/15",0.0936335394545939,0.461598975874384,0,0,2.46513353115727,5.8383399990516,"SEC61A1;SPCS1;PMM1;PMM2;SRP14"
"871","septin ring assembly (GO:0000921)","5/15",0.0936335394545939,0.461598975874384,0,0,2.46513353115727,5.8383399990516,"SEPT11;SEPT4;SEPT5;SEPT2;SEPT3"
"872","transport along microtubule (GO:0010970)","5/15",0.0936335394545939,0.461598975874384,0,0,2.46513353115727,5.8383399990516,"HSPA8;COPG2;COPG1;DYNLL2;DYNC1I1"
"873","regulation of cellular amide metabolic process (GO:0034248)","10/38",0.0948723505496241,0.461598975874384,0,0,1.76151560178306,4.14876200619126,"RBM3;CTSA;CYFIP1;CDC123;RPL10;DDX25;PGAM1;EEF1A2;ATP13A2;GFAP"
"874","regulation of protein targeting to mitochondrion (GO:1903214)","20/88",0.0955395376339766,0.461598975874384,0,0,1.45147716314544,3.40838060709322,"USP36;SREBF1;ZBTB17;GSK3A;FBXW7;STARD7;HTRA2;ZDHHC8;ATG13;SREBF2;UBE2L3;UBL5;CYB5R1;KAT2A;PINK1;ABLIM3;RAC2;SNIP1;PRELID3A;BAP1"
"875","positive regulation of purine nucleotide biosynthetic process (GO:1900373)","7/24",0.0959979285145656,0.461598975874384,0,0,2.03045968981417,4.75823744170024,"VCP;PINK1;RAMP3;CALM3;ENO1;APOE;CALM1"
"876","receptor clustering (GO:0043113)","7/24",0.0959979285145656,0.461598975874384,0,0,2.03045968981417,4.75823744170024,"DLG2;DVL1;NRXN2;PICK1;FLNA;THY1;ITGAL"
"877","positive regulation of dephosphorylation (GO:0035306)","7/24",0.0959979285145656,0.461598975874384,0,0,2.03045968981417,4.75823744170024,"PTPA;PPP1R7;GBA;PIN1;NSMF;CALM3;CALM1"
"878","chaperone mediated protein folding requiring cofactor (GO:0051085)","7/24",0.0959979285145656,0.461598975874384,0,0,2.03045968981417,4.75823744170024,"GAK;HSPA8;DNAJB1;HSPH1;HSPA5;DNAJC7;HSPA14"
"879","protein alpha-1,2-demannosylation (GO:0036508)","7/24",0.0959979285145656,0.461598975874384,0,0,2.03045968981417,4.75823744170024,"RNF103;OS9;EDEM2;SYVN1;MAN1C1;DERL2;MAN1B1"
"880","actin nucleation (GO:0045010)","7/24",0.0959979285145656,0.461598975874384,0,0,2.03045968981417,4.75823744170024,"ARPC3;ARPC1B;ARPC4;ARPC5;WHAMM;TRIM27;WASHC1"
"881","organic cation transport (GO:0015695)","7/24",0.0959979285145656,0.461598975874384,0,0,2.03045968981417,4.75823744170024,"SLC22A4;RALBP1;SLC44A4;SEC14L1;SLC44A2;SLC25A19;AZIN2"
"882","membrane protein intracellular domain proteolysis (GO:0031293)","7/24",0.0959979285145656,0.461598975874384,0,0,2.03045968981417,4.75823744170024,"APH1A;MBTPS1;NCSTN;SPPL2B;YBX1;DLL1;RELA"
"883","histone monoubiquitination (GO:0010390)","7/24",0.0959979285145656,0.461598975874384,0,0,2.03045968981417,4.75823744170024,"KDM2B;RING1;CTR9;PAF1;BCOR;RNF40;DDB2"
"884","negative regulation of developmental growth (GO:0048640)","7/24",0.0959979285145656,0.461598975874384,0,0,2.03045968981417,4.75823744170024,"BBS2;PTPRS;PTCH1;ERCC2;FGFR3;RTN4;NKD1"
"885","histone H3 acetylation (GO:0043966)","11/43",0.0972027318283444,0.461598975874384,0,0,1.69555402794293,3.95226261925804,"TAF6L;PER1;KAT2A;TADA2A;LDB1;TAF10;POLE3;TADA3;MBIP;SGF29;KAT14"
"886","mitotic metaphase plate congression (GO:0007080)","11/43",0.0972027318283444,0.461598975874384,0,0,1.69555402794293,3.95226261925804,"BECN1;CDC23;PSRC1;ZW10;VPS4A;CHMP1A;CHMP2A;CHMP4B;CHMP7;RAB11A;CHMP5"
"887","transcription-coupled nucleotide-excision repair (GO:0006283)","17/73",0.0985493417614646,0.461598975874384,0,0,1.4978782013103,3.47088025943968,"RFC5;GPS1;COPS7B;COPS7A;PRPF19;GTF2H3;GTF2H5;POLD3;COPS3;COPS6;POLR2A;POLR2C;ERCC2;POLR2E;PPIE;COPS8;HMGN1"
"888","nucleic acid phosphodiester bond hydrolysis (GO:0090305)","17/73",0.0985493417614646,0.461598975874384,0,0,1.4978782013103,3.47088025943968,"RFC5;EXD2;ENDOG;DDX1;GTF2H3;GTF2H5;EDC3;DDB2;PNRC2;EDC4;POLD3;ERI2;ERCC2;DXO;DCP1A;DNASE1L1;DCP1B"
"889","cytoplasmic microtubule organization (GO:0031122)","12/48",0.098662323316791,0.461598975874384,0,0,1.64426603231242,3.80820585420621,"PLK3;DYNC1H1;HOOK2;CCDC13;VPS4A;CHORDC1;TUBGCP6;TUBGCP3;FSD1;WDR73;TUBGCP4;RAB11A"
"890","regulation of cell cycle arrest (GO:0071156)","12/48",0.098662323316791,0.461598975874384,0,0,1.64426603231242,3.80820585420621,"CDK9;ZBTB17;MLXIPL;CCNK;MED25;HSP90AB1;MYBBP1A;BIN1;AKT2;RPL23;DAB2IP;FOXM1"
"891","angiotensin-activated signaling pathway (GO:0038166)","3/7",0.0986920731692541,0.461598975874384,0,0,3.69684163701068,8.56096341696421,"AHCYL1;ACTN2;CAMK2A"
"892","protein localization to basolateral plasma membrane (GO:1903361)","3/7",0.0986920731692541,0.461598975874384,0,0,3.69684163701068,8.56096341696421,"AP4M1;LIN7C;LIN7B"
"893","regulation of cyclic-nucleotide phosphodiesterase activity (GO:0051342)","3/7",0.0986920731692541,0.461598975874384,0,0,3.69684163701068,8.56096341696421,"MAPK7;CALM3;CALM1"
"894","smooth muscle cell migration (GO:0014909)","3/7",0.0986920731692541,0.461598975874384,0,0,3.69684163701068,8.56096341696421,"DDR1;PLAT;AAMP"
"895","negative regulation of transcription elongation from RNA polymerase II promoter (GO:0034244)","3/7",0.0986920731692541,0.461598975874384,0,0,3.69684163701068,8.56096341696421,"RNF8;HNRNPU;NELFB"
"896","transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery (GO:0000972)","3/7",0.0986920731692541,0.461598975874384,0,0,3.69684163701068,8.56096341696421,"LDB1;NUP133;RAE1"
"897","miRNA loading onto RISC involved in gene silencing by miRNA (GO:0035280)","3/7",0.0986920731692541,0.461598975874384,0,0,3.69684163701068,8.56096341696421,"AGO4;ADAR;TARBP2"
"898","cellular response to sterol depletion (GO:0071501)","3/7",0.0986920731692541,0.461598975874384,0,0,3.69684163701068,8.56096341696421,"INSIG1;SCAP;ERLIN2"
"899","AMP metabolic process (GO:0046033)","3/7",0.0986920731692541,0.461598975874384,0,0,3.69684163701068,8.56096341696421,"ADSSL1;AK3;ADSS"
"900","activation of MAPKKK activity (GO:0000185)","3/7",0.0986920731692541,0.461598975874384,0,0,3.69684163701068,8.56096341696421,"TRAF7;DAB2IP;GADD45G"
"901","positive regulation of protein deubiquitination (GO:1903003)","3/7",0.0986920731692541,0.461598975874384,0,0,3.69684163701068,8.56096341696421,"VCP;NOP53;TANK"
"902","positive regulation of ER-associated ubiquitin-dependent protein catabolic process (GO:1903071)","3/7",0.0986920731692541,0.461598975874384,0,0,3.69684163701068,8.56096341696421,"SGTA;UBQLN1;NFE2L2"
"903","establishment of protein localization to peroxisome (GO:0072663)","3/7",0.0986920731692541,0.461598975874384,0,0,3.69684163701068,8.56096341696421,"PEX16;PEX19;ZFAND6"
"904","regulation of low-density lipoprotein particle receptor biosynthetic process (GO:0045714)","3/7",0.0986920731692541,0.461598975874384,0,0,3.69684163701068,8.56096341696421,"HNRNPK;SCAP;ITGAV"
"905","attachment of GPI anchor to protein (GO:0016255)","3/7",0.0986920731692541,0.461598975874384,0,0,3.69684163701068,8.56096341696421,"PIGS;PIGT;GPAA1"
"906","positive regulation of ceramide biosynthetic process (GO:2000304)","3/7",0.0986920731692541,0.461598975874384,0,0,3.69684163701068,8.56096341696421,"SMPD3;SMPD2;NSMAF"
"907","negative regulation of glycogen metabolic process (GO:0070874)","3/7",0.0986920731692541,0.461598975874384,0,0,3.69684163701068,8.56096341696421,"GSK3A;SELENOS;INPP5K"
"908","pentose metabolic process (GO:0019321)","3/7",0.0986920731692541,0.461598975874384,0,0,3.69684163701068,8.56096341696421,"RPE;DCXR;PHACTR1"
"909","protein maturation by iron-sulfur cluster transfer (GO:0097428)","3/7",0.0986920731692541,0.461598975874384,0,0,3.69684163701068,8.56096341696421,"NFU1;MMS19;ISCU"
"910","fructose 1,6-bisphosphate metabolic process (GO:0030388)","3/7",0.0986920731692541,0.461598975874384,0,0,3.69684163701068,8.56096341696421,"PFKL;ALDOC;ALDOA"
"911","response to increased oxygen levels (GO:0036296)","3/7",0.0986920731692541,0.461598975874384,0,0,3.69684163701068,8.56096341696421,"TMEM199;ATP6AP1;ATP6V0D1"
"912","regulation of Wnt signaling pathway, planar cell polarity pathway (GO:2000095)","3/7",0.0986920731692541,0.461598975874384,0,0,3.69684163701068,8.56096341696421,"DAB2;NPHP3;NKD1"
"913","regulation of protein heterodimerization activity (GO:0043497)","3/7",0.0986920731692541,0.461598975874384,0,0,3.69684163701068,8.56096341696421,"HSF1;DAB2IP;BAX"
"914","membrane invagination (GO:0010324)","3/7",0.0986920731692541,0.461598975874384,0,0,3.69684163701068,8.56096341696421,"HGS;SMURF1;CHMP2A"
"915","regulation of cellular response to insulin stimulus (GO:1900076)","3/7",0.0986920731692541,0.461598975874384,0,0,3.69684163701068,8.56096341696421,"TSC2;SIK2;OGT"
"916","cAMP catabolic process (GO:0006198)","3/7",0.0986920731692541,0.461598975874384,0,0,3.69684163701068,8.56096341696421,"PDE1B;PDE2A;PDE4A"
"917","leucine metabolic process (GO:0006551)","3/7",0.0986920731692541,0.461598975874384,0,0,3.69684163701068,8.56096341696421,"HMGCL;IVD;BCAT1"
"918","regulation of cyclic nucleotide metabolic process (GO:0030799)","3/7",0.0986920731692541,0.461598975874384,0,0,3.69684163701068,8.56096341696421,"CALM3;CALM1;VEGFA"
"919","cardiac atrium development (GO:0003230)","3/7",0.0986920731692541,0.461598975874384,0,0,3.69684163701068,8.56096341696421,"NOTCH1;NPHP3;ENG"
"920","positive regulation of dendritic spine morphogenesis (GO:0061003)","3/7",0.0986920731692541,0.461598975874384,0,0,3.69684163701068,8.56096341696421,"CAMK2B;BHLHB9;CAPRIN2"
"921","positive regulation of lipid transport (GO:0032370)","3/7",0.0986920731692541,0.461598975874384,0,0,3.69684163701068,8.56096341696421,"PRELID1;LRP1;APOE"
"922","positive regulation of sphingolipid biosynthetic process (GO:0090154)","3/7",0.0986920731692541,0.461598975874384,0,0,3.69684163701068,8.56096341696421,"SMPD3;SMPD2;NSMAF"
"923","negative regulation of glial cell apoptotic process (GO:0034351)","3/7",0.0986920731692541,0.461598975874384,0,0,3.69684163701068,8.56096341696421,"PRKCI;GAS6;DLL1"
"924","regulation of dendritic spine maintenance (GO:1902950)","3/7",0.0986920731692541,0.461598975874384,0,0,3.69684163701068,8.56096341696421,"VPS35;APOE;GRIN2B"
"925","regulation of extracellular matrix organization (GO:1903053)","3/7",0.0986920731692541,0.461598975874384,0,0,3.69684163701068,8.56096341696421,"DDR1;NOTCH1;LRP1"
"926","positive regulation of extracellular matrix disassembly (GO:0090091)","3/7",0.0986920731692541,0.461598975874384,0,0,3.69684163701068,8.56096341696421,"CARMIL2;FSCN1;CLASP2"
"927","vesicle transport along actin filament (GO:0030050)","3/7",0.0986920731692541,0.461598975874384,0,0,3.69684163701068,8.56096341696421,"MYO5A;ACTN4;WASL"
"928","ribosomal protein import into nucleus (GO:0006610)","3/7",0.0986920731692541,0.461598975874384,0,0,3.69684163701068,8.56096341696421,"RPL23;TNPO2;IPO4"
"929","nuclear body organization (GO:0030575)","3/7",0.0986920731692541,0.461598975874384,0,0,3.69684163701068,8.56096341696421,"SRPK2;USPL1;ZPR1"
"930","positive regulation of cell cycle phase transition (GO:1901989)","4/11",0.0990997576049309,0.461598975874384,0,0,2.81696825867695,6.51178350079927,"NPM1;DDRGK1;PAF1;PHB2"
"931","positive regulation of extracellular matrix organization (GO:1903055)","4/11",0.0990997576049309,0.461598975874384,0,0,2.81696825867695,6.51178350079927,"CARMIL2;FSCN1;COLGALT1;CLASP2"
"932","positive regulation of protein deacetylation (GO:0090312)","4/11",0.0990997576049309,0.461598975874384,0,0,2.81696825867695,6.51178350079927,"FNTA;CTBP1;AKAP8L;AKAP8"
"933","endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000479)","4/11",0.0990997576049309,0.461598975874384,0,0,2.81696825867695,6.51178350079927,"BMS1;TSR1;NOL9;RPS21"
"934","activation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway (GO:0097296)","4/11",0.0990997576049309,0.461598975874384,0,0,2.81696825867695,6.51178350079927,"CASP8;TRADD;RIPK1;TANK"
"935","relaxation of cardiac muscle (GO:0055119)","4/11",0.0990997576049309,0.461598975874384,0,0,2.81696825867695,6.51178350079927,"CHGA;CAMK2D;ATP1B1;SLC8A1"
"936","mitochondrion distribution (GO:0048311)","4/11",0.0990997576049309,0.461598975874384,0,0,2.81696825867695,6.51178350079927,"MEF2A;CLUH;MSTO1;HAP1"
"937","stress granule assembly (GO:0034063)","4/11",0.0990997576049309,0.461598975874384,0,0,2.81696825867695,6.51178350079927,"ATXN2L;DYNC1H1;OGFOD1;BICD1"
"938","regulation of ceramide biosynthetic process (GO:2000303)","4/11",0.0990997576049309,0.461598975874384,0,0,2.81696825867695,6.51178350079927,"SMPD3;SMPD2;ORMDL3;NSMAF"
"939","sphingolipid catabolic process (GO:0030149)","4/11",0.0990997576049309,0.461598975874384,0,0,2.81696825867695,6.51178350079927,"SMPD3;SMPD2;SGPL1;PPT1"
"940","histone mRNA catabolic process (GO:0071044)","4/11",0.0990997576049309,0.461598975874384,0,0,2.81696825867695,6.51178350079927,"UPF1;SSB;EXOSC10;EXOSC4"
"941","regulation of RNA polymerase II transcriptional preinitiation complex assembly (GO:0045898)","4/11",0.0990997576049309,0.461598975874384,0,0,2.81696825867695,6.51178350079927,"THRA;PSMC3;PSMC4;PSMC2"
"942","cellular response to interferon-beta (GO:0035458)","4/11",0.0990997576049309,0.461598975874384,0,0,2.81696825867695,6.51178350079927,"NDUFA13;CDC34;PNPT1;HTRA2"
"943","positive regulation of sodium ion transmembrane transporter activity (GO:2000651)","4/11",0.0990997576049309,0.461598975874384,0,0,2.81696825867695,6.51178350079927,"CHORDC1;ACTN4;ANK3;ATP1B1"
"944","response to thyroid hormone (GO:0097066)","4/11",0.0990997576049309,0.461598975874384,0,0,2.81696825867695,6.51178350079927,"MBD4;CTSL;LMO2;GAS2L1"
"945","L-serine metabolic process (GO:0006563)","4/11",0.0990997576049309,0.461598975874384,0,0,2.81696825867695,6.51178350079927,"SRR;CBS;SHMT2;SERINC5"
"946","regulation of receptor biosynthetic process (GO:0010869)","4/11",0.0990997576049309,0.461598975874384,0,0,2.81696825867695,6.51178350079927,"ANKRD13C;HDAC1;NR1D1;HDAC6"
"947","regulation of histone deacetylation (GO:0031063)","4/11",0.0990997576049309,0.461598975874384,0,0,2.81696825867695,6.51178350079927,"CAMK2D;CTBP1;AKAP8L;AKAP8"
"948","positive regulation of protein localization to chromosome, telomeric region (GO:1904816)","4/11",0.0990997576049309,0.461598975874384,0,0,2.81696825867695,6.51178350079927,"DKC1;TCP1;CCT7;GNL3"
"949","regulation of lipid kinase activity (GO:0043550)","4/11",0.0990997576049309,0.461598975874384,0,0,2.81696825867695,6.51178350079927,"RBL2;EEF1A2;PIK3R3;PIK3R2"
"950","regulation of inclusion body assembly (GO:0090083)","4/11",0.0990997576049309,0.461598975874384,0,0,2.81696825867695,6.51178350079927,"DNAJB2;DNAJB1;DNAJB6;DNAJA4"
"951","regulation of hydrogen peroxide-induced cell death (GO:1903205)","4/11",0.0990997576049309,0.461598975874384,0,0,2.81696825867695,6.51178350079927,"RIPK1;PARK7;PDE8A;NFE2L2"
"952","proteasome assembly (GO:0043248)","4/11",0.0990997576049309,0.461598975874384,0,0,2.81696825867695,6.51178350079927,"PSMD11;PSMD4;PSMD13;ADRM1"
"953","positive regulation of receptor biosynthetic process (GO:0010870)","4/11",0.0990997576049309,0.461598975874384,0,0,2.81696825867695,6.51178350079927,"HNRNPK;HDAC1;SCAP;HDAC6"
"954","iron ion homeostasis (GO:0055072)","15/63",0.0996368670550656,0.462670556086665,0,0,1.54175967261905,3.55564166637938,"SLC46A1;TFRC;ATP6AP1;ABCB6;SLC11A2;CUL1;TMEM199;SLC25A28;SLC22A17;TFR2;FTH1;ATP13A2;ATP6V0D1;NEO1;ISCU"
"955","regulation of proteolysis (GO:0030162)","15/63",0.0996368670550656,0.462670556086665,0,0,1.54175967261905,3.55564166637938,"IST1;LTBP4;PLAT;BTBD6;BTBD9;HDAC6;CST3;BAG6;KBTBD4;ABTB1;CASP8;ASPH;SPOP;OGT;TBC1D10A"
"956","peptide metabolic process (GO:0006518)","23/104",0.0996888724169736,0.462670556086665,0,0,1.40145555260909,3.23133777589271,"HSPA8;ACE;RNPEPL1;SPPL2B;GSTP1;CTNS;AEBP1;GLRX2;APEH;OPLAH;EEF1G;ALDH5A1;DNPEP;SPCS1;GDAP1L1;RNPEP;CPE;TPP1;CPXM1;LTA4H;GAS6;THOP1;GSTM5"
"957","tRNA modification (GO:0006400)","14/58",0.0997467272302181,0.462670556086665,0,0,1.56970328094993,3.61835604922855,"PUS3;SSB;NSUN2;WDR4;NAT10;TRMT1;THG1L;QTRT1;YRDC;RPUSD1;ALKBH1;RPUSD3;PUSL1;AARS"
"958","double-strand break repair (GO:0006302)","30/141",0.101307885228798,0.46942140138897,0,0,1.33430291277825,3.0550079809252,"EXD2;VCP;DCLRE1C;PSMD14;AP5Z1;DDX1;MCM9;RNF8;PRPF19;BABAM1;RECQL4;KAT5;SUMO1;PAXX;EME2;AP5S1;XRCC6;EYA1;POLM;ACTR5;RECQL;HUS1;INO80;RAD52;MORF4L1;SFPQ;TDP1;APLF;UBE2N;NABP2"
"959","positive regulation of transcription from RNA polymerase II promoter in response to stress (GO:0036003)","8/29",0.102348667192404,0.472763510579689,0,0,1.87862587862588,4.28208344833096,"NOTCH1;MAPK7;ATF6B;HSPA5;HSF1;KLF2;VEGFA;NFE2L2"
"960","lysosome localization (GO:0032418)","8/29",0.102348667192404,0.472763510579689,0,0,1.87862587862588,4.28208344833096,"CHGA;VPS33A;RAB34;S100A13;MAP6;PLEKHM2;KXD1;HDAC6"
"961","semaphorin-plexin signaling pathway (GO:0071526)","8/29",0.102348667192404,0.472763510579689,0,0,1.87862587862588,4.28208344833096,"SEMA4A;SH3BP1;ARHGDIA;SEMA4B;FLNA;PLXNB2;SEMA4F;PLXNB1"
"962","positive regulation of establishment of protein localization to mitochondrion (GO:1903749)","24/110",0.106171289637069,0.487701301438361,0,0,1.37736045470634,3.08900842547186,"ZBTB17;USP36;GSK3A;PPP1R13B;FBXW7;STARD7;YWHAB;HTRA2;ZDHHC8;ATG13;DYNLL2;SREBF2;UBE2L3;CYB5R1;UBL5;KAT2A;PINK1;CASP8;ABLIM3;RAC2;SNIP1;PRELID3A;BAP1;YWHAG"
"963","regulation of JUN kinase activity (GO:0043506)","9/34",0.106539342496559,0.487701301438361,0,0,1.77540106951872,3.97555077565046,"DNAJA1;GSTP1;DVL2;DAB2IP;PDCD4;DVL3;MAP3K10;TANK;MAP3K11"
"964","regulation of interferon-beta production (GO:0032648)","9/34",0.106539342496559,0.487701301438361,0,0,1.77540106951872,3.97555077565046,"MAVS;PTPRS;TBK1;IRF3;RIOK3;POLR3C;FLOT1;CACTIN;TLR3"
"965","negative regulation of ion transport (GO:0043271)","6/20",0.106652059611721,0.487701301438361,0,0,2.11308993766696,4.72948307978025,"HRH3;ACTN2;PPIF;PACSIN3;INPP5K;GPM6B"
"966","regulation of cell development (GO:0060284)","6/20",0.106652059611721,0.487701301438361,0,0,2.11308993766696,4.72948307978025,"PER2;DOCK7;PRUNE1;DLL1;CLOCK;HES5"
"967","melanosome localization (GO:0032400)","6/20",0.106652059611721,0.487701301438361,0,0,2.11308993766696,4.72948307978025,"BBS2;VPS33A;MYO5A;BBS5;RAB11A;BBS4"
"968","negative regulation of plasma membrane bounded cell projection assembly (GO:0120033)","6/20",0.106652059611721,0.487701301438361,0,0,2.11308993766696,4.72948307978025,"CAPZB;CCP110;EVL;EVI5L;RAP1GAP;PFN2"
"969","negative regulation of intracellular protein transport (GO:0090317)","6/20",0.106652059611721,0.487701301438361,0,0,2.11308993766696,4.72948307978025,"DMTN;GDI1;INSIG1;CHORDC1;INPP5K;PARK7"
"970","neuromuscular junction development (GO:0007528)","6/20",0.106652059611721,0.487701301438361,0,0,2.11308993766696,4.72948307978025,"UNC13B;CACNB1;CACNB3;UNC13A;DVL1;ANK3"
"971","central nervous system development (GO:0007417)","44/217",0.106681226334005,0.487701301438361,0,0,1.25617643332992,2.81120990779651,"NDRG4;ABCB6;THRA;GSTP1;ROGDI;ATN1;SMG9;GBA2;HAPLN4;DLL1;HAPLN2;FXR1;BAG6;ADGRG1;SRR;FXR2;NRCAM;CIC;CDK5RAP3;SH3GL2;HES5;SH3GL1;ARNT2;SLC6A17;MAP1S;PTCH1;CTNS;SMARCA1;GRIN2C;EML1;GRIN2B;DCLK1;BCAN;RNF103;ALDH5A1;PITPNM1;PPT1;RAB18;PLXNB2;TPP1;TAGLN3;HAP1;FGFR1;ZPR1"
"972","response to calcium ion (GO:0051592)","18/79",0.107480660122837,0.490850463256455,0,0,1.45598382630862,3.24749090408054,"MEF2A;CAMK2D;AHCYL1;DMTN;CPNE7;PDCD6;ANXA11;BRAF;MCOLN1;RYR3;ADD1;PPP3CA;KCNMB2;CPNE1;PPIF;CALM3;CALM1;SEC31A"
"973","axonogenesis (GO:0007409)","45/223",0.110048055939876,0.502055914273139,0,0,1.2486334649256,2.75553194879544,"CYFIP1;SPTBN4;BRSK2;USP33;DOCK7;VLDLR;LRRC55;RTN4;RAP1GAP;EFNB3;MAPK7;KIF3A;GPC1;KIF5B;KIF5A;NRCAM;PLCG1;APBB1;HRAS;SPTAN1;SCN1B;SPTBN1;PDLIM7;EPHA5;NTNG2;LYPLA2;SEMA6A;UNC5A;AUTS2;MAP1S;WNT7A;SEMA4F;ANK3;L1CAM;GFRA2;PTK2;MLF2;GFRA4;ENAH;LRFN4;FEZ1;ADGRB1;PLXNB1;EVL;LLGL1"
"974","negative regulation of cell migration (GO:0030336)","26/121",0.110160500225735,0.502055914273139,0,0,1.3508510002986,2.97972994378158,"PTPRU;NDRG4;LRP1;CHRD;MIA3;ADARB1;THY1;PTPN23;PTPRK;ADIPOR1;FGF2;CORO1C;FLCN;ADGRG1;SRGAP2;CLASP2;TCAF1;TPM1;DAB2IP;FUZ;GTPBP4;RNF41;ADAM15;EVL;PFN2;ENG"
"975","amide biosynthetic process (GO:0043604)","11/44",0.110791903893498,0.50341819152004,0,0,1.6440745144669,3.61713093180647,"PM20D1;SMPD2;CERS4;CERS5;GBA;ASL;DEGS2;ALOXE3;NMRAL1;CERS1;CERS2"
"976","metaphase plate congression (GO:0051310)","11/44",0.110791903893498,0.50341819152004,0,0,1.6440745144669,3.61713093180647,"BECN1;CDC23;PSRC1;ZW10;VPS4A;CHMP1A;CHMP2A;CHMP4B;CHMP7;RAB11A;CHMP5"
