"","GO_Biological_Process_2018.Term","GO_Biological_Process_2018.Overlap","GO_Biological_Process_2018.P.value","GO_Biological_Process_2018.Adjusted.P.value","GO_Biological_Process_2018.Old.P.value","GO_Biological_Process_2018.Old.Adjusted.P.value","GO_Biological_Process_2018.Odds.Ratio","GO_Biological_Process_2018.Combined.Score","GO_Biological_Process_2018.Genes"
"1082","regulation of epidermal growth factor receptor signaling pathway (GO:0042058)","10/58",0.204017249671578,0.782883198370049,0,0,1.41709050599896,2.25253725041102,"RHBDF1;HGS;SHKBP1;NUP62;UBC;HIP1R;STAM;CNOT9;SH3GL2;PTPN2"
"1083","regulation of neuron death (GO:1901214)","12/72",0.207447880814639,0.782935396669731,0,0,1.36053249804229,2.13994775375242,"CHGA;EGLN2;SIGMAR1;GBA;FAIM2;NSMF;FYN;IKBKG;NAE1;APOE;CLU;SORL1"
"1084","response to metal ion (GO:0010038)","12/72",0.207447880814639,0.782935396669731,0,0,1.36053249804229,2.13994775375242,"AHCYL1;SLC30A3;SLC30A5;TNNT2;SLC30A4;SLC11A2;D2HGDH;CALM3;SNCB;NDRG1;GPHN;PPP1CA"
"1085","chemical homeostasis (GO:0048878)","7/38",0.208079727734486,0.782935396669731,0,0,1.53564270317286,2.41070407555404,"ABHD4;VGF;FBXW7;NR1H2;NR1H3;KLHL3;USF2"
"1086","cellular transition metal ion homeostasis (GO:0046916)","15/93",0.208208698663404,0.782935396669731,0,0,1.3083858517022,2.05313784512768,"TFRC;ATP6AP1;ABCB6;SLC30A5;SLC11A2;SLC39A10;SLC39A13;TF;SLC22A17;FTH1;UBC;ATP6V0D1;ISCU;SKP1;FTL"
"1087","regulation of gene expression (GO:0010468)","142/1037",0.209016403002285,0.782935396669731,0,0,1.08253498534211,1.69453807099065,"EIF4A2;ATF2;EIF4A1;RPL5;HDAC10;PDCD5;NAB2;CELSR2;CLU;RPS6KA4;PPP2R1A;ZNF84;CPNE1;ZNF326;ZFPL1;ZNF565;HES6;ZNF285;MBNL2;MAP2K2;RPL23;PRKAB1;DDX39A;KAT6B;HGS;DGKQ;ZNF836;ZSCAN21;ZNF317;PPIE;ZSCAN26;MATR3;EZR;ZNF274;MAGED1;BAZ2B;ZNF23;NLK;DDRGK1;ZNF429;HLTF;SAFB2;ZNF426;ZNF148;ZNF302;ZNF300;SRPK2;SRPK3;NONO;CLK4;CLK3;CLK2;CLK1;MLXIPL;SON;GON4L;ZNF419;FUBP1;HNRNPD;CDK1;CDK10;GTF2IRD1;CALR;MYD88;EZH2;DDX3Y;ZNF131;CALCOCO1;ZNF251;CELF1;OGG1;ZC3H3;AKAP8L;HP1BP3;CHD7;PIK3CD;AKR1B1;CTCF;HMGB1;YBX1;ATRAID;SPOUT1;GLI4;SART3;SNRNP70;FASTK;MLX;RACK1;HMG20B;PRMT5;PRMT2;ATRX;PAX6;EDF1;SAFB;MLF2;RBL2;SLTM;HNRNPH1;ZNF879;TERF2IP;ZNF358;CD46;PFDN5;HDAC1;CXXC1;TULP3;ZNF3;HDAC6;ZFP14;WNT11;MAPK7;POLR2A;TDG;E2F1;HSF4;ZNF624;PAK6;PCGF1;APBB1;SRSF10;APBB3;MAPK3;MBD4;ASCC1;NTRK3;CNBP;MOK;SSRP1;YY1AP1;VEGFA;MAPK13;HINFP;MAPK11;MYBBP1A;CARM1;ZNF74;ZNF611;ZNF577;ZNF213;ZNF354C;ZNF354B"
"1088","chondroitin sulfate proteoglycan biosynthetic process (GO:0050650)","5/25",0.210257336181476,0.782935396669731,0,0,1.69992190550566,2.6508974673771,"VCAN;CHPF2;NCAN;B3GAT2;B3GAT1"
"1089","regulation of glucose metabolic process (GO:0010906)","5/25",0.210257336181476,0.782935396669731,0,0,1.69992190550566,2.6508974673771,"AKT2;DGKQ;ADIPOR1;PASK;PDK2"
"1090","neutral amino acid transport (GO:0015804)","5/25",0.210257336181476,0.782935396669731,0,0,1.69992190550566,2.6508974673771,"SLC6A7;SLC43A2;SLC38A7;SLC7A10;SLC38A3"
"1091","positive regulation of protein kinase activity (GO:0045860)","26/172",0.212745822008202,0.782935396669731,0,0,1.21208068169561,1.87588533310708,"RPLP1;NAB2;CLU;STK11;NEK1;PAK6;PTK2B;PAK3;PTPN1;MAP2K2;XRCC5;STRADA;PIH1D1;STRADB;PARP16;ATG13;VEGFA;GPRC5B;TRAF4;TAOK3;STK25;TAOK1;JTB;CALM3;MAPRE3;EZH2"
"1092","regulation of cellular macromolecule biosynthetic process (GO:2000112)","88/631",0.21280266750446,0.782935396669731,0,0,1.10468104587404,1.70937238847172,"CYFIP2;ATF2;ZNF131;ZNF251;HDAC10;OGG1;NAB2;HP1BP3;CHD7;HMGB1;YBX1;CELSR2;RPS6KA4;RBM3;GLI4;PPP2R1A;ZNF84;MLX;HMG20B;ZFPL1;ZNF565;HES6;PRMT5;ZNF285;PRMT2;ATRX;EDF1;MLF2;KAT6B;ZNF836;ZSCAN21;ZNF879;ZNF317;PPIE;TERF2IP;ZSCAN26;ZNF358;PFDN5;ANKRD17;ZNF274;CDC123;RPL10;MAGED1;CXXC1;TULP3;RBM4B;BAZ2B;ZNF23;ZNF3;NLK;ZFP14;POLR2A;ZNF429;HLTF;E2F1;HSF4;PCGF1;ZNF426;ZNF624;PAK6;APBB1;ZNF302;SRSF10;APBB3;ZNF300;EIF2B4;ASCC1;CNBP;NONO;SSRP1;YY1AP1;HINFP;MLXIPL;CCDC88A;GON4L;MYBBP1A;ZNF419;CARM1;ZNF74;HNRNPD;GTF2IRD1;ZNF611;CALR;ZNF577;ZNF213;ZNF354C;EZH2;ZNF354B"
"1093","regulation of intracellular signal transduction (GO:1902531)","60/422",0.213333142512127,0.782935396669731,0,0,1.1291353789579,1.74440156962659,"ARHGAP9;RPL5;PPP1R13B;GDI1;FAM13A;ARAF;ARHGDIG;ARHGAP39;ARHGAP44;STK11;ARHGDIA;MCF2L;CPNE1;PIP4K2C;IKBKG;FBXO9;RFC5;PRMT5;SUPT16H;PLEKHG2;TBP;CSNK2A1;PPP2R5B;ARHGEF18;PRKAB1;TTI1;ARHGEF9;TMBIM4;ARHGEF4;ARHGEF1;ARHGEF2;SQSTM1;NGEF;BIRC2;MEAF6;HDAC1;ARHGAP21;RHOT2;RBBP4;UBC;ANKRD54;PAK6;RBBP7;SRGAP2;PAK3;ATRIP;MAPK3;PLK3;TAF11;MYO9B;SSRP1;ARHGAP33;GDF9;BOP1;TBCK;MAPK11;RAD50;PIN1;TAF6;CDK5R1"
"1094","mitochondrial gene expression (GO:0140053)","8/45",0.213590602991334,0.782935396669731,0,0,1.47049003655728,2.26998689110942,"PTCD3;MRPS15;MTERF4;MRPS2;HARS;POLRMT;MRPS7;HARS2"
"1095","Ras protein signal transduction (GO:0007265)","33/223",0.213955095635389,0.782935396669731,0,0,1.18239657572672,1.82324265465489,"RTKN;GDI1;RAB1B;ARHGDIG;HACD3;EPS8;RHOT2;TRIM28;RAB40C;RAB26;RAB24;G3BP2;PAK6;PAK3;RAB6A;WASF1;DBNL;RAB4B;PLK2;RABL2A;RABL2B;MYO9B;MAPK11;RAB15;SGSM3;RAB34;GNB1;RAB18;IFT27;TAX1BP3;ARHGEF1;RGL2;KPNB1"
"1096","negative regulation of cell growth (GO:0030308)","18/115",0.21704500698438,0.782935396669731,0,0,1.2626276521711,1.92885381653847,"TSPYL2;NDUFA13;FHL1;ENO1;CCAR2;RTN4;DNAJB2;STK11;PSRC1;WNT11;ADAM15;PPP2R1A;CAPRIN2;RACK1;NDUFS3;APBB1;RBBP7;IP6K2"
"1097","positive regulation of proteolysis (GO:0045862)","9/52",0.217176006853675,0.782935396669731,0,0,1.42353411974425,2.17380373857211,"CYFIP2;NDUFA13;ASPH;IST1;GBA;PLK1;NRDC;APOE;AURKAIP1"
"1098","negative regulation of hydrolase activity (GO:0051346)","17/108",0.218313412944192,0.782935396669731,0,0,1.27104790070659,1.93431065974243,"PPP1R37;PPP1R26;GPSM1;FARP1;CSRNP2;PPP1R12A;PCIF1;CST3;OXA1L;MAPK7;RASA4;TNNT2;CD2BP2;MPHOSPH10;VCPKMT;PTX3;NEIL1"
"1099","sterol metabolic process (GO:0016125)","10/59",0.219427034396795,0.782935396669731,0,0,1.38809044744658,2.10536608530523,"STARD3;SQLE;OSBPL5;CYP51A1;FDX2;APOE;DHCR7;LDLRAP1;LBR;TM7SF2"
"1100","protein ADP-ribosylation (GO:0006471)","4/19",0.220296076871451,0.782935396669731,0,0,1.81306271142337,2.74277014581158,"PARP6;PARP2;PARP16;SIRT2"
"1101","error-free translesion synthesis (GO:0070987)","4/19",0.220296076871451,0.782935396669731,0,0,1.81306271142337,2.74277014581158,"RFC5;VCP;UBC;UFD1"
"1102","sulfur compound transport (GO:0072348)","4/19",0.220296076871451,0.782935396669731,0,0,1.81306271142337,2.74277014581158,"SLC5A6;SLC35B2;SLC6A6;SLC19A2"
"1103","negative regulation of response to biotic stimulus (GO:0002832)","4/19",0.220296076871451,0.782935396669731,0,0,1.81306271142337,2.74277014581158,"MAPKBP1;PCBP2;FAM3A;SIRT2"
"1104","Rac protein signal transduction (GO:0016601)","4/19",0.220296076871451,0.782935396669731,0,0,1.81306271142337,2.74277014581158,"EPS8;DBNL;HACD3;WASF1"
"1105","nucleosome disassembly (GO:0006337)","4/19",0.220296076871451,0.782935396669731,0,0,1.81306271142337,2.74277014581158,"SMARCD1;SUPT16H;SMARCD3;SMARCC2"
"1106","chromatin disassembly (GO:0031498)","4/19",0.220296076871451,0.782935396669731,0,0,1.81306271142337,2.74277014581158,"SMARCD1;SUPT16H;SMARCD3;SMARCC2"
"1107","DNA double-strand break processing (GO:0000729)","4/19",0.220296076871451,0.782935396669731,0,0,1.81306271142337,2.74277014581158,"RAD50;UBE2N;SMARCAD1;SLX1A"
"1108","protein heterotetramerization (GO:0051290)","4/19",0.220296076871451,0.782935396669731,0,0,1.81306271142337,2.74277014581158,"CPSF7;CPSF6;FARSA;FARSB"
"1109","histone methylation (GO:0016571)","4/19",0.220296076871451,0.782935396669731,0,0,1.81306271142337,2.74277014581158,"PRMT5;PRMT2;CARM1;EZH2"
"1110","regulation of heterotypic cell-cell adhesion (GO:0034114)","4/19",0.220296076871451,0.782935396669731,0,0,1.81306271142337,2.74277014581158,"MAPK7;FLOT1;MBP;THY1"
"1111","JNK cascade (GO:0007254)","11/66",0.220720375437051,0.782935396669731,0,0,1.36039138943249,2.05535909553749,"SPAG9;DBNL;IRAK1;GPS1;TAOK1;UBC;UBE2N;GPS2;IKBKG;HACD3;MAP3K12"
"1112","sphingolipid biosynthetic process (GO:0030148)","11/66",0.220720375437051,0.782935396669731,0,0,1.36039138943249,2.05535909553749,"SMPD2;ELOVL1;CERS4;CERS6;SPHK2;GBA;ST3GAL5;DEGS1;HACD3;CSNK1G2;CERS2"
"1113","dendrite morphogenesis (GO:0048813)","6/32",0.221001535053724,0.782935396669731,0,0,1.56923076923077,2.36888822180759,"MEF2A;FARP1;CTNND2;MAP6;PAK3;CELSR2"
"1114","7-methylguanosine RNA capping (GO:0009452)","6/32",0.221001535053724,0.782935396669731,0,0,1.56923076923077,2.36888822180759,"POLR2A;ERCC3;POLR2F;POLR2I;POLR2J;CMTR1"
"1115","phagosome maturation (GO:0090382)","6/32",0.221001535053724,0.782935396669731,0,0,1.56923076923077,2.36888822180759,"ATP6V0B;RAB34;ATP6V1B2;ATP6V0D1;CORO1A;ATP6V1E2"
"1116","aminoglycan catabolic process (GO:0006026)","6/32",0.221001535053724,0.782935396669731,0,0,1.56923076923077,2.36888822180759,"IDUA;GPC1;IDS;CHI3L1;GUSB;AGRN"
"1117","7-methylguanosine mRNA capping (GO:0006370)","6/32",0.221001535053724,0.782935396669731,0,0,1.56923076923077,2.36888822180759,"POLR2A;ERCC3;POLR2F;POLR2I;POLR2J;CMTR1"
"1118","nucleic acid phosphodiester bond hydrolysis (GO:0090305)","12/73",0.221307539458087,0.782935396669731,0,0,1.33815166180983,2.0182029638799,"MUS81;EDC4;RFC5;RAD50;ENDOG;ERCC3;OGG1;DDX1;ERI2;UBC;POLD2;DNASE1L1"
"1119","phosphate ion transmembrane transport (GO:0035435)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"SLC20A1;SLC37A4"
"1120","modulation by symbiont of host cellular process (GO:0044068)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"KPNB1;KPNA1"
"1121","tRNA pseudouridine synthesis (GO:0031119)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"RPUSD1;PUSL1"
"1122","protein C-linked glycosylation via tryptophan (GO:0018317)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"DPY19L2;DPY19L2P2"
"1123","positive regulation of transmembrane transport (GO:0034764)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"PDCD5;AZIN2"
"1124","regulation of ER to Golgi vesicle-mediated transport (GO:0060628)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"TBC1D20;SORL1"
"1125","ribonucleoside bisphosphate biosynthetic process (GO:0034030)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"COASY;ACAT1"
"1126","sulfur amino acid biosynthetic process (GO:0000097)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"MTRR;CBS"
"1127","positive regulation of protein kinase C signaling (GO:0090037)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"WNT11;VEGFA"
"1128","cytoplasmic sequestering of NF-kappaB (GO:0007253)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"NFKBIA;G3BP2"
"1129","translational readthrough (GO:0006451)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"SECISBP2;TRNAU1AP"
"1130","negative regulation of synapse organization (GO:1905809)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"SLIT1;APOE"
"1131","L-alanine transport (GO:0015808)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"SLC38A7;SLC38A3"
"1132","regulation of sterol transport (GO:0032371)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"TSPO;APOE"
"1133","positive regulation of protein deubiquitination (GO:1903003)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"VCP;SART3"
"1134","chromatin-mediated maintenance of transcription (GO:0048096)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"SMARCD1;ELOF1"
"1135","establishment of protein localization to peroxisome (GO:0072663)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"PEX19;PEX6"
"1136","adenine nucleotide transport (GO:0051503)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"SLC35B2;SLC25A4"
"1137","protein C-linked glycosylation via 2'-alpha-mannosyl-L-tryptophan (GO:0018406)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"DPY19L2;DPY19L2P2"
"1138","attachment of GPI anchor to protein (GO:0016255)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"PGAP1;GPAA1"
"1139","cellular response to hydroxyurea (GO:0072711)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"ATRX;SPIDR"
"1140","lysosomal lumen acidification (GO:0007042)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"CLN3;CLN5"
"1141","negative regulation of nitric oxide metabolic process (GO:1904406)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"KHSRP;GLA"
"1142","peptidyl-lysine deacetylation (GO:0034983)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"HDAC6;SIRT2"
"1143","regulation of RNA biosynthetic process (GO:2001141)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"MBD4;NMD3"
"1144","negative regulation of receptor internalization (GO:0002091)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"LRPAP1;MTMR2"
"1145","regulation of pinocytosis (GO:0048548)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"NR1H2;NR1H3"
"1146","protection from non-homologous end joining at telomere (GO:0031848)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"ACD;TERF2IP"
"1147","positive regulation of neuroblast proliferation (GO:0002052)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"SMARCD3;VEGFA"
"1148","purine ribonucleotide transport (GO:0015868)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"SLC35B2;SLC25A4"
"1149","endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000447)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"ABT1;KRI1"
"1150","activation of signaling protein activity involved in unfolded protein response (GO:0006987)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"PTPN1;PARP16"
"1151","regulation of norepinephrine secretion (GO:0014061)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"HRH3;STX1A"
"1152","mannose metabolic process (GO:0006013)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"MAN2A2;MAN2C1"
"1153","negative regulation of glycogen metabolic process (GO:0070874)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"INPP5K;PASK"
"1154","pentose metabolic process (GO:0019321)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"RPIA;DCXR"
"1155","proline metabolic process (GO:0006560)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"PYCR1;PYCR2"
"1156","negative regulation of nitric oxide biosynthetic process (GO:0045019)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"KHSRP;GLA"
"1157","purine nucleoside bisphosphate biosynthetic process (GO:0034033)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"COASY;ACAT1"
"1158","response to increased oxygen levels (GO:0036296)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"ATP6AP1;ATP6V0D1"
"1159","negative regulation of retinoic acid receptor signaling pathway (GO:0048387)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"CALR;EZH2"
"1160","negative regulation of heart rate (GO:0010459)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"SPTBN4;SRI"
"1161","membrane invagination (GO:0010324)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"HGS;FNBP1L"
"1162","selenocysteine incorporation (GO:0001514)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"SECISBP2;TRNAU1AP"
"1163","cAMP catabolic process (GO:0006198)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"PDE2A;PDE4A"
"1164","chondroitin sulfate proteoglycan metabolic process (GO:0050654)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"B3GAT2;B3GAT1"
"1165","regulation of cyclic nucleotide metabolic process (GO:0030799)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"CALM3;VEGFA"
"1166","positive regulation of dendritic spine morphogenesis (GO:0061003)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"CAMK2B;CAPRIN2"
"1167","coenzyme A biosynthetic process (GO:0015937)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"COASY;ACAT1"
"1168","erythrocyte development (GO:0048821)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"MBD4;DMTN"
"1169","progesterone receptor signaling pathway (GO:0050847)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"WBP2;UBE3A"
"1170","regulation of dendritic spine maintenance (GO:1902950)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"FYN;APOE"
"1171","regulation of MDA-5 signaling pathway (GO:0039533)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"ANKRD17;TKFC"
"1172","regulation of cardiac muscle cell membrane potential (GO:0086036)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"FXYD1;ATP2A2"
"1173","glycoside catabolic process (GO:0016139)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"GBA2;GLA"
"1174","positive regulation of cellular senescence (GO:2000774)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"ARG2;YPEL3"
"1175","protein localization to ciliary membrane (GO:1903441)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"BBS2;TULP3"
"1176","posttranslational protein targeting to endoplasmic reticulum membrane (GO:0006620)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"HYOU1;SEC62"
"1177","nucleic acid transport (GO:0050657)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"HNRNPA2B1;SIDT2"
"1178","negative regulation of osteoblast proliferation (GO:0033689)","2/7",0.223510642265837,0.782935396669731,0,0,2.71903276131045,4.07391658897462,"PLXNB1;ATRAID"
"1179","negative regulation of signal transduction (GO:0009968)","41/283",0.223681402833255,0.782935396669731,0,0,1.15354226331724,1.72746708521311,"EPHB6;LRRC14;LRPAP1;KANK1;MTMR2;NDRG4;YWHAB;GBA;ARAF;TULP3;NLK;GRB14;WIF1;GPC1;UBC;RACK1;INPP5K;HIF1AN;NCK1;PTPN1;EGFL7;ARRDC1;FBXW7;NTRK3;METTL3;CTNNBIP1;PTCH2;TSC2;EPN2;QARS;HGS;NEURL1;ULK3;CRY1;TAX1BP3;TMBIM6;CALR;RAF1;ZNF653;PTPN2;EZH2"
"1180","positive regulation of cellular biosynthetic process (GO:0031328)","24/159",0.226164380760765,0.782935396669731,0,0,1.20982603374421,1.79839816702125,"RPL5;SREBF1;EDN1;YTHDF1;NPM1;HSP90AB1;NPM2;NR1H2;CIRBP;NR1H3;NMD3;PTH1R;PASK;CLU;FXR1;RBM3;MLXIPL;ZEB2;AKT2;CNEP1R1;HNRNPD;RPL26;CALR;PTPN2"
"1181","tumor necrosis factor-mediated signaling pathway (GO:0033209)","19/123",0.22637825486168,0.782935396669731,0,0,1.24305366796533,1.84661587131573,"TNFRSF6B;PSMD11;TNFSF13;ILK;PSMA7;NFKBIA;PSMB7;PSMD6;PSMA3;PSMB4;PSMA4;PSMA1;PSMD2;PSMC1;UBC;PSMC2;PSME2;PTK2B;BIRC2"
"1182","dermatan sulfate metabolic process (GO:0030205)","3/13",0.227593473206212,0.782935396669731,0,0,2.03948497854077,3.01883394582409,"VCAN;IDUA;NCAN"
"1183","regulation of acyl-CoA biosynthetic process (GO:0050812)","3/13",0.227593473206212,0.782935396669731,0,0,2.03948497854077,3.01883394582409,"PDHA1;DLD;PDK2"
"1184","mitochondrial genome maintenance (GO:0000002)","3/13",0.227593473206212,0.782935396669731,0,0,2.03948497854077,3.01883394582409,"MEF2A;LONP1;SLC25A4"
"1185","cellular response to nitrogen starvation (GO:0006995)","3/13",0.227593473206212,0.782935396669731,0,0,2.03948497854077,3.01883394582409,"BECN1;MAP1LC3A;NPRL2"
"1186","very long-chain fatty acid biosynthetic process (GO:0042761)","3/13",0.227593473206212,0.782935396669731,0,0,2.03948497854077,3.01883394582409,"ELOVL1;TECR;HACD3"
"1187","regulation of acetyl-CoA biosynthetic process from pyruvate (GO:0010510)","3/13",0.227593473206212,0.782935396669731,0,0,2.03948497854077,3.01883394582409,"PDHA1;DLD;PDK2"
"1188","regulation of production of miRNAs involved in gene silencing by miRNA (GO:1903798)","3/13",0.227593473206212,0.782935396669731,0,0,2.03948497854077,3.01883394582409,"DDX5;MAP2K2;NCOR1"
"1189","cardiolipin metabolic process (GO:0032048)","3/13",0.227593473206212,0.782935396669731,0,0,2.03948497854077,3.01883394582409,"SLC27A1;TAMM41;TAZ"
"1190","poly(A)+ mRNA export from nucleus (GO:0016973)","3/13",0.227593473206212,0.782935396669731,0,0,2.03948497854077,3.01883394582409,"PABPN1;ZC3H3;THOC2"
"1191","membrane repolarization (GO:0086009)","3/13",0.227593473206212,0.782935396669731,0,0,2.03948497854077,3.01883394582409,"KCNIP2;ATP1A1;ATP1B2"
"1192","dicarboxylic acid catabolic process (GO:0043649)","3/13",0.227593473206212,0.782935396669731,0,0,2.03948497854077,3.01883394582409,"GOT1;GAD1;GLUL"
"1193","regulation of oxidoreductase activity (GO:0051341)","3/13",0.227593473206212,0.782935396669731,0,0,2.03948497854077,3.01883394582409,"OXA1L;ABL2;HDAC6"
"1194","diacylglycerol metabolic process (GO:0046339)","3/13",0.227593473206212,0.782935396669731,0,0,2.03948497854077,3.01883394582409,"DGAT1;DGKQ;DGKZ"
"1195","regulation of retinoic acid receptor signaling pathway (GO:0048385)","3/13",0.227593473206212,0.782935396669731,0,0,2.03948497854077,3.01883394582409,"TRIM16;CALR;EZH2"
"1196","negative regulation of ubiquitin-protein transferase activity (GO:0051444)","3/13",0.227593473206212,0.782935396669731,0,0,2.03948497854077,3.01883394582409,"MAD2L2;RPL5;RPL23"
"1197","regulation of synaptic vesicle transport (GO:1902803)","3/13",0.227593473206212,0.782935396669731,0,0,2.03948497854077,3.01883394582409,"PREPL;SEPT5;SYN1"
"1198","cellular response to nitrogen levels (GO:0043562)","3/13",0.227593473206212,0.782935396669731,0,0,2.03948497854077,3.01883394582409,"BECN1;MAP1LC3A;NPRL2"
"1199","detection of calcium ion (GO:0005513)","3/13",0.227593473206212,0.782935396669731,0,0,2.03948497854077,3.01883394582409,"RYR2;KCNIP2;CALM3"
"1200","regulation of cellular carbohydrate metabolic process (GO:0010675)","3/13",0.227593473206212,0.782935396669731,0,0,2.03948497854077,3.01883394582409,"ADIPOR1;PASK;PDK2"
"1201","response to iron ion (GO:0010039)","3/13",0.227593473206212,0.782935396669731,0,0,2.03948497854077,3.01883394582409,"TF;SLC11A2;B2M"
"1202","negative regulation of macrophage derived foam cell differentiation (GO:0010745)","3/13",0.227593473206212,0.782935396669731,0,0,2.03948497854077,3.01883394582409,"NFKBIA;NR1H2;NR1H3"
"1203","Notch receptor processing, ligand-dependent (GO:0035333)","3/13",0.227593473206212,0.782935396669731,0,0,2.03948497854077,3.01883394582409,"PSEN2;ADAM10;YBX1"
"1204","regulation of DNA-templated transcription in response to stress (GO:0043620)","3/13",0.227593473206212,0.782935396669731,0,0,2.03948497854077,3.01883394582409,"RGS14;HSF1;HSF4"
"1205","regulation of axon guidance (GO:1902667)","3/13",0.227593473206212,0.782935396669731,0,0,2.03948497854077,3.01883394582409,"TUBB2B;ZSWIM8;VEGFA"
"1206","regulation of G0 to G1 transition (GO:0070316)","7/39",0.227601884340165,0.782935396669731,0,0,1.48756838608832,2.20183520233208,"L3MBTL2;PHC1;RBBP4;EED;E2F1;RBBP7;EZH2"
